round,proposals,soft_votes,cert_votes,next_votes,pipelined_soft_votes,pipelined_cert_votes,late_soft_votes,late_cert_votes,late_next_votes,soft_unique_senders,cert_unique_senders,soft_total_unique_senders,cert_total_unique_senders,soft_periods,cert_periods,round_duration_ms,in_peers,out_peers,bundle_votes,soft_unique_amplification_on_time,soft_unique_amplification_total,soft_message_amplification_on_time,soft_message_amplification_total,soft_duplication_on_time,soft_duplication_total,soft_total_messages,cert_unique_amplification_on_time,cert_unique_amplification_total,cert_message_amplification_on_time,cert_message_amplification_total,cert_duplication_on_time,cert_duplication_total,cert_total_messages,next_unique_amplification_on_time,next_unique_amplification_total,next_message_amplification_on_time,next_message_amplification_total,next_duplication_on_time,next_duplication_total,next_total_messages
55874449,9,318,140,0,0,0,336,191,0,318,140,486,265,1,1,3099,0,56,138,0.10635451505016723,0.1625418060200669,0.10635451505016723,0.21872909698996656,1.0,1.345679012345679,654.0,0.09333333333333334,0.17666666666666667,0.09333333333333334,0.22066666666666668,1.0,1.2490566037735849,331.0,0.0,0.0,0.0,0.0,,,0.0
55874450,7,330,127,0,0,0,332,187,0,330,127,489,246,1,1,2607,0,56,95,0.11036789297658862,0.16354515050167223,0.11036789297658862,0.2214046822742475,1.0,1.3537832310838447,662.0,0.08466666666666667,0.164,0.08466666666666667,0.20933333333333334,1.0,1.2764227642276422,314.0,0.0,0.0,0.0,0.0,,,0.0
55874451,4,305,137,0,0,0,350,193,0,305,137,495,266,1,1,2753,0,56,112,0.1020066889632107,0.16555183946488294,0.1020066889632107,0.21906354515050167,1.0,1.3232323232323233,655.0,0.09133333333333334,0.17733333333333334,0.09133333333333334,0.22,1.0,1.2406015037593985,330.0,0.0,0.0,0.0,0.0,,,0.0
55874452,6,349,158,0,0,0,324,187,0,349,158,515,270,1,1,2853,0,56,120,0.11672240802675585,0.17224080267558528,0.11672240802675585,0.22508361204013377,1.0,1.3067961165048543,673.0,0.10533333333333333,0.18,0.10533333333333333,0.23,1.0,1.2777777777777777,345.0,0.0,0.0,0.0,0.0,,,0.0
55874453,6,343,151,0,0,0,367,198,0,343,151,532,276,1,1,3004,0,56,149,0.11471571906354515,0.17792642140468226,0.11471571906354515,0.23745819397993312,1.0,1.3345864661654134,710.0,0.10066666666666667,0.184,0.10066666666666667,0.23266666666666666,1.0,1.2644927536231885,349.0,0.0,0.0,0.0,0.0,,,0.0
55874454,5,323,147,0,0,0,354,213,0,323,147,498,290,1,1,2655,0,56,147,0.10802675585284281,0.1665551839464883,0.10802675585284281,0.22642140468227426,1.0,1.359437751004016,677.0,0.098,0.19333333333333333,0.098,0.24,1.0,1.2413793103448276,360.0,0.0,0.0,0.0,0.0,,,0.0
55874455,5,334,140,0,0,0,344,197,0,334,140,496,275,1,1,2981,0,56,124,0.1117056856187291,0.16588628762541807,0.1117056856187291,0.22675585284280936,1.0,1.3669354838709677,678.0,0.09333333333333334,0.18333333333333332,0.09333333333333334,0.22466666666666665,1.0,1.2254545454545454,337.0,0.0,0.0,0.0,0.0,,,0.0
55874456,12,305,113,0,0,0,350,200,0,305,113,496,247,1,1,2455,0,56,95,0.1020066889632107,0.16588628762541807,0.1020066889632107,0.21906354515050167,1.0,1.3205645161290323,655.0,0.07533333333333334,0.16466666666666666,0.07533333333333334,0.20866666666666667,1.0,1.2672064777327936,313.0,0.0,0.0,0.0,0.0,,,0.0
55874457,9,316,134,0,0,0,325,189,0,316,134,484,260,1,1,2858,0,56,113,0.10568561872909699,0.16187290969899665,0.10568561872909699,0.21438127090301004,1.0,1.3243801652892562,641.0,0.08933333333333333,0.17333333333333334,0.08933333333333333,0.21533333333333332,1.0,1.2423076923076923,323.0,0.0,0.0,0.0,0.0,,,0.0
55874458,7,307,135,0,0,0,334,197,0,307,135,484,267,1,1,2857,0,55,123,0.10267558528428093,0.16187290969899665,0.10267558528428093,0.21438127090301004,1.0,1.3243801652892562,641.0,0.09,0.178,0.09,0.22133333333333333,1.0,1.243445692883895,332.0,0.0,0.0,0.0,0.0,,,0.0
55874459,4,310,118,0,0,0,328,184,0,310,118,482,243,1,1,2762,0,55,100,0.10367892976588629,0.16120401337792642,0.10367892976588629,0.21337792642140468,1.0,1.3236514522821576,638.0,0.07866666666666666,0.162,0.07866666666666666,0.20133333333333334,1.0,1.242798353909465,302.0,0.0,0.0,0.0,0.0,,,0.0
55874460,8,301,122,0,0,0,323,193,0,301,122,460,248,1,1,2782,0,55,120,0.10066889632107023,0.15384615384615385,0.10066889632107023,0.20869565217391303,1.0,1.3565217391304347,624.0,0.08133333333333333,0.16533333333333333,0.08133333333333333,0.21,1.0,1.2701612903225807,315.0,0.0,0.0,0.0,0.0,,,0.0
55874461,7,300,122,0,0,0,320,168,0,300,122,460,229,1,1,2679,0,55,122,0.10033444816053512,0.15384615384615385,0.10033444816053512,0.20735785953177258,1.0,1.3478260869565217,620.0,0.08133333333333333,0.15266666666666667,0.08133333333333333,0.19333333333333333,1.0,1.2663755458515285,290.0,0.0,0.0,0.0,0.0,,,0.0
55874462,3,300,116,0,0,0,313,196,0,300,116,467,247,1,1,2779,0,55,104,0.10033444816053512,0.15618729096989967,0.10033444816053512,0.20501672240802676,1.0,1.3126338329764453,613.0,0.07733333333333334,0.16466666666666666,0.07733333333333334,0.208,1.0,1.263157894736842,312.0,0.0,0.0,0.0,0.0,,,0.0
55874463,7,324,124,0,0,0,318,189,0,324,124,486,253,1,1,2820,0,55,124,0.10836120401337793,0.1625418060200669,0.10836120401337793,0.21471571906354514,1.0,1.3209876543209877,642.0,0.08266666666666667,0.16866666666666666,0.08266666666666667,0.20866666666666667,1.0,1.2371541501976284,313.0,0.0,0.0,0.0,0.0,,,0.0
55874464,5,325,137,0,0,0,354,186,0,325,137,513,263,1,1,2880,0,55,124,0.10869565217391304,0.17157190635451505,0.10869565217391304,0.22709030100334449,1.0,1.3235867446393763,679.0,0.09133333333333334,0.17533333333333334,0.09133333333333334,0.21533333333333332,1.0,1.2281368821292775,323.0,0.0,0.0,0.0,0.0,,,0.0
55874465,6,320,145,0,0,0,343,202,0,320,145,499,283,1,1,2949,0,55,125,0.10702341137123746,0.1668896321070234,0.10702341137123746,0.2217391304347826,1.0,1.3286573146292586,663.0,0.09666666666666666,0.18866666666666668,0.09666666666666666,0.23133333333333334,1.0,1.226148409893993,347.0,0.0,0.0,0.0,0.0,,,0.0
55874466,6,288,123,0,0,0,335,189,0,288,123,463,255,1,1,2624,0,55,65,0.09632107023411371,0.1548494983277592,0.09632107023411371,0.20836120401337793,1.0,1.345572354211663,623.0,0.082,0.17,0.082,0.208,1.0,1.223529411764706,312.0,0.0,0.0,0.0,0.0,,,0.0
55874467,5,326,132,0,0,0,315,178,0,326,132,477,241,1,1,2746,0,55,128,0.10903010033444815,0.15953177257525084,0.10903010033444815,0.21438127090301004,1.0,1.3438155136268344,641.0,0.088,0.16066666666666668,0.088,0.20666666666666667,1.0,1.2863070539419088,310.0,0.0,0.0,0.0,0.0,,,0.0
55874468,8,305,129,0,0,0,344,184,0,305,129,483,246,1,1,2953,0,55,98,0.1020066889632107,0.16153846153846155,0.1020066889632107,0.21705685618729098,1.0,1.3436853002070392,649.0,0.086,0.164,0.086,0.20866666666666667,1.0,1.2723577235772359,313.0,0.0,0.0,0.0,0.0,,,0.0
55874469,8,336,138,0,0,0,320,196,0,336,138,488,264,1,1,2764,0,55,138,0.11237458193979934,0.16321070234113713,0.11237458193979934,0.2193979933110368,1.0,1.3442622950819672,656.0,0.092,0.176,0.092,0.22266666666666668,1.0,1.2651515151515151,334.0,0.0,0.0,0.0,0.0,,,0.0
55874470,8,302,126,0,0,0,357,203,0,302,126,493,267,1,1,2914,0,55,103,0.10100334448160535,0.16488294314381272,0.10100334448160535,0.22040133779264215,1.0,1.3367139959432048,659.0,0.084,0.178,0.084,0.21933333333333332,1.0,1.2322097378277153,329.0,0.0,0.0,0.0,0.0,,,0.0
55874471,4,304,144,0,0,0,312,202,0,304,144,466,272,1,1,2602,0,55,135,0.10167224080267559,0.15585284280936454,0.10167224080267559,0.20602006688963212,1.0,1.3218884120171674,616.0,0.096,0.18133333333333335,0.096,0.23066666666666666,1.0,1.2720588235294117,346.0,0.0,0.0,0.0,0.0,,,0.0
55874472,6,315,141,0,0,0,328,211,0,315,141,483,278,1,1,2905,0,55,139,0.10535117056856187,0.16153846153846155,0.10535117056856187,0.21505016722408027,1.0,1.3312629399585922,643.0,0.094,0.18533333333333332,0.094,0.23466666666666666,1.0,1.2661870503597121,352.0,0.0,0.0,0.0,0.0,,,0.0
55874473,6,316,155,0,0,0,330,199,0,316,155,487,280,1,1,3333,0,55,129,0.10568561872909699,0.162876254180602,0.10568561872909699,0.21605351170568562,1.0,1.326488706365503,646.0,0.10333333333333333,0.18666666666666668,0.10333333333333333,0.236,1.0,1.2642857142857142,354.0,0.0,0.0,0.0,0.0,,,0.0
55874474,9,323,129,0,0,0,333,206,0,323,129,483,265,1,1,2350,0,55,124,0.10802675585284281,0.16153846153846155,0.10802675585284281,0.2193979933110368,1.0,1.3581780538302277,656.0,0.086,0.17666666666666667,0.086,0.22333333333333333,1.0,1.2641509433962264,335.0,0.0,0.0,0.0,0.0,,,0.0
55874475,9,298,110,0,0,0,348,206,0,298,110,487,253,1,1,2651,0,55,107,0.09966555183946488,0.162876254180602,0.09966555183946488,0.21605351170568562,1.0,1.326488706365503,646.0,0.07333333333333333,0.16866666666666666,0.07333333333333333,0.21066666666666667,1.0,1.2490118577075098,316.0,0.0,0.0,0.0,0.0,,,0.0
55874476,5,330,134,0,0,0,318,184,0,330,134,492,250,1,1,2825,0,55,134,0.11036789297658862,0.1645484949832776,0.11036789297658862,0.21672240802675585,1.0,1.3170731707317074,648.0,0.08933333333333333,0.16666666666666666,0.08933333333333333,0.212,1.0,1.272,318.0,0.0,0.0,0.0,0.0,,,0.0
55874477,6,296,130,0,0,0,355,193,0,296,130,490,261,1,1,2766,0,55,112,0.09899665551839465,0.16387959866220736,0.09899665551839465,0.2177257525083612,1.0,1.3285714285714285,651.0,0.08666666666666667,0.174,0.08666666666666667,0.21533333333333332,1.0,1.2375478927203065,323.0,0.0,0.0,0.0,0.0,,,0.0
55874478,5,323,153,0,0,0,326,208,0,323,153,494,284,1,1,2850,0,55,153,0.10802675585284281,0.16521739130434782,0.10802675585284281,0.21705685618729098,1.0,1.3137651821862348,649.0,0.102,0.18933333333333333,0.102,0.24066666666666667,1.0,1.2711267605633803,361.0,0.0,0.0,0.0,0.0,,,0.0
55874479,7,328,143,0,0,0,334,206,0,328,143,499,281,1,1,2851,0,55,128,0.1096989966555184,0.1668896321070234,0.1096989966555184,0.2214046822742475,1.0,1.3266533066132264,662.0,0.09533333333333334,0.18733333333333332,0.09533333333333334,0.23266666666666666,1.0,1.2419928825622777,349.0,0.0,0.0,0.0,0.0,,,0.0
55874480,8,322,152,0,0,0,335,197,0,322,152,491,277,1,1,2909,0,54,140,0.1076923076923077,0.1642140468227425,0.1076923076923077,0.2197324414715719,1.0,1.3380855397148677,657.0,0.10133333333333333,0.18466666666666667,0.10133333333333333,0.23266666666666666,1.0,1.259927797833935,349.0,0.0,0.0,0.0,0.0,,,0.0
55874481,6,314,128,0,0,0,344,196,0,314,128,503,252,1,1,2599,0,54,126,0.10501672240802676,0.16822742474916388,0.10501672240802676,0.22006688963210702,1.0,1.3081510934393639,658.0,0.08533333333333333,0.168,0.08533333333333333,0.216,1.0,1.2857142857142858,324.0,0.0,0.0,0.0,0.0,,,0.0
55874482,7,298,127,0,0,0,344,200,0,298,127,469,258,1,1,2739,0,54,118,0.09966555183946488,0.1568561872909699,0.09966555183946488,0.21471571906354514,1.0,1.3688699360341152,642.0,0.08466666666666667,0.172,0.08466666666666667,0.218,1.0,1.2674418604651163,327.0,0.0,0.0,0.0,0.0,,,0.0
55874483,6,318,119,0,0,0,319,191,0,318,119,471,251,1,1,2805,0,54,109,0.10635451505016723,0.15752508361204012,0.10635451505016723,0.21304347826086956,1.0,1.3524416135881103,637.0,0.07933333333333334,0.16733333333333333,0.07933333333333334,0.20666666666666667,1.0,1.2350597609561753,310.0,0.0,0.0,0.0,0.0,,,0.0
55874484,7,329,126,0,0,0,332,188,0,329,126,492,252,1,1,2908,0,54,123,0.11003344481605351,0.1645484949832776,0.11003344481605351,0.22107023411371238,1.0,1.3434959349593496,661.0,0.084,0.168,0.084,0.20933333333333334,1.0,1.246031746031746,314.0,0.0,0.0,0.0,0.0,,,0.0
55874485,9,303,144,0,0,0,347,178,0,303,144,488,256,1,1,3010,0,54,97,0.10133779264214046,0.16321070234113713,0.10133779264214046,0.21739130434782608,1.0,1.3319672131147542,650.0,0.096,0.17066666666666666,0.096,0.21466666666666667,1.0,1.2578125,322.0,0.0,0.0,0.0,0.0,,,0.0
55874486,11,304,141,0,0,0,319,185,0,304,141,464,259,1,1,2763,0,54,125,0.10167224080267559,0.1551839464882943,0.10167224080267559,0.20836120401337793,1.0,1.3426724137931034,623.0,0.094,0.17266666666666666,0.094,0.21733333333333332,1.0,1.2586872586872586,326.0,0.0,0.0,0.0,0.0,,,0.0
55874487,5,344,157,0,0,0,320,185,0,344,157,513,272,1,1,2800,0,54,109,0.11505016722408026,0.17157190635451505,0.11505016722408026,0.22207357859531773,1.0,1.2943469785575048,664.0,0.10466666666666667,0.18133333333333335,0.10466666666666667,0.228,1.0,1.2573529411764706,342.0,0.0,0.0,0.0,0.0,,,0.0
55874488,4,325,163,0,0,0,356,193,0,325,163,511,289,1,1,2780,0,54,154,0.10869565217391304,0.17090301003344482,0.10869565217391304,0.22775919732441471,1.0,1.3326810176125246,681.0,0.10866666666666666,0.19266666666666668,0.10866666666666666,0.23733333333333334,1.0,1.231833910034602,356.0,0.0,0.0,0.0,0.0,,,0.0
55874489,5,316,168,0,0,0,321,207,0,316,168,494,299,1,1,2831,0,54,168,0.10568561872909699,0.16521739130434782,0.10568561872909699,0.21304347826086956,1.0,1.2894736842105263,637.0,0.112,0.19933333333333333,0.112,0.25,1.0,1.254180602006689,375.0,0.0,0.0,0.0,0.0,,,0.0
55874490,5,303,115,0,0,0,329,219,0,303,115,485,267,1,1,2685,0,54,102,0.10133779264214046,0.16220735785953178,0.10133779264214046,0.21137123745819397,1.0,1.3030927835051547,632.0,0.07666666666666666,0.178,0.07666666666666666,0.22266666666666668,1.0,1.250936329588015,334.0,0.0,0.0,0.0,0.0,,,0.0
55874491,5,319,133,0,0,0,323,180,0,319,133,489,242,1,1,2791,0,54,133,0.10668896321070234,0.16354515050167223,0.10668896321070234,0.21471571906354514,1.0,1.312883435582822,642.0,0.08866666666666667,0.16133333333333333,0.08866666666666667,0.20866666666666667,1.0,1.2933884297520661,313.0,0.0,0.0,0.0,0.0,,,0.0
55874492,10,302,132,0,0,0,347,190,0,302,132,494,255,1,1,2825,0,54,127,0.10100334448160535,0.16521739130434782,0.10100334448160535,0.21705685618729098,1.0,1.3137651821862348,649.0,0.088,0.17,0.088,0.21466666666666667,1.0,1.2627450980392156,322.0,0.0,0.0,0.0,0.0,,,0.0
55874493,6,317,154,0,0,0,324,196,0,317,154,490,279,1,1,2939,0,55,143,0.1060200668896321,0.16387959866220736,0.1060200668896321,0.21438127090301004,1.0,1.3081632653061224,641.0,0.10266666666666667,0.186,0.10266666666666667,0.23333333333333334,1.0,1.2544802867383513,350.0,0.0,0.0,0.0,0.0,,,0.0
55874494,8,305,156,0,0,0,341,205,0,305,156,488,288,1,1,2812,0,55,152,0.1020066889632107,0.16321070234113713,0.1020066889632107,0.21605351170568562,1.0,1.3237704918032787,646.0,0.104,0.192,0.104,0.24066666666666667,1.0,1.2534722222222223,361.0,0.0,0.0,0.0,0.0,,,0.0
55874495,7,316,153,0,0,0,324,204,0,316,153,478,284,1,1,3140,0,55,146,0.10568561872909699,0.15986622073578596,0.10568561872909699,0.2140468227424749,1.0,1.3389121338912133,640.0,0.102,0.18933333333333333,0.102,0.238,1.0,1.2570422535211268,357.0,0.0,0.0,0.0,0.0,,,0.0
55874496,7,312,151,0,0,0,325,190,0,312,151,471,269,1,1,2509,0,55,151,0.10434782608695652,0.15752508361204012,0.10434782608695652,0.21304347826086956,1.0,1.3524416135881103,637.0,0.10066666666666667,0.17933333333333334,0.10066666666666667,0.22733333333333333,1.0,1.2676579925650557,341.0,0.0,0.0,0.0,0.0,,,0.0
55874497,6,296,147,0,0,0,338,194,0,296,147,474,272,1,1,2710,0,55,121,0.09899665551839465,0.15852842809364548,0.09899665551839465,0.2120401337792642,1.0,1.3375527426160339,634.0,0.098,0.18133333333333335,0.098,0.22733333333333333,1.0,1.2536764705882353,341.0,0.0,0.0,0.0,0.0,,,0.0
55874498,4,308,155,0,0,0,316,201,0,308,155,481,279,1,1,2951,0,55,148,0.10301003344481606,0.1608695652173913,0.10301003344481606,0.20869565217391303,1.0,1.2972972972972974,624.0,0.10333333333333333,0.186,0.10333333333333333,0.23733333333333334,1.0,1.2759856630824373,356.0,0.0,0.0,0.0,0.0,,,0.0
55874499,11,292,141,0,0,0,331,199,0,292,141,466,261,1,1,2749,0,55,122,0.09765886287625418,0.15585284280936454,0.09765886287625418,0.20836120401337793,1.0,1.3369098712446352,623.0,0.094,0.174,0.094,0.22666666666666666,1.0,1.3026819923371646,340.0,0.0,0.0,0.0,0.0,,,0.0
55874500,8,342,134,0,0,0,316,206,0,342,134,482,264,1,1,3175,0,55,102,0.11438127090301003,0.16120401337792642,0.11438127090301003,0.22006688963210702,1.0,1.3651452282157677,658.0,0.08933333333333333,0.176,0.08933333333333333,0.22666666666666666,1.0,1.2878787878787878,340.0,0.0,0.0,0.0,0.0,,,0.0
55874501,8,310,163,0,0,0,353,175,0,310,163,502,263,1,1,2610,0,55,162,0.10367892976588629,0.16789297658862876,0.10367892976588629,0.2217391304347826,1.0,1.3207171314741035,663.0,0.10866666666666666,0.17533333333333334,0.10866666666666666,0.22533333333333333,1.0,1.285171102661597,338.0,0.0,0.0,0.0,0.0,,,0.0
55874502,5,322,131,0,0,0,329,198,0,322,131,492,259,1,1,2702,0,55,131,0.1076923076923077,0.1645484949832776,0.1076923076923077,0.2177257525083612,1.0,1.3231707317073171,651.0,0.08733333333333333,0.17266666666666666,0.08733333333333333,0.21933333333333332,1.0,1.2702702702702702,329.0,0.0,0.0,0.0,0.0,,,0.0
55874503,6,316,133,0,0,0,339,194,0,316,133,504,262,1,1,2714,0,55,133,0.10568561872909699,0.16856187290969898,0.10568561872909699,0.21906354515050167,1.0,1.2996031746031746,655.0,0.08866666666666667,0.17466666666666666,0.08866666666666667,0.218,1.0,1.248091603053435,327.0,0.0,0.0,0.0,0.0,,,0.0
55874504,6,332,157,0,0,0,340,190,0,332,157,506,281,1,1,3024,0,55,155,0.11103678929765887,0.16923076923076924,0.11103678929765887,0.22474916387959867,1.0,1.3280632411067195,672.0,0.10466666666666667,0.18733333333333332,0.10466666666666667,0.23133333333333334,1.0,1.2348754448398576,347.0,0.0,0.0,0.0,0.0,,,0.0
55874505,5,322,141,0,0,0,338,198,0,322,141,492,273,1,1,2974,0,55,136,0.1076923076923077,0.1645484949832776,0.1076923076923077,0.22073578595317725,1.0,1.3414634146341464,660.0,0.094,0.182,0.094,0.226,1.0,1.2417582417582418,339.0,0.0,0.0,0.0,0.0,,,0.0
55874506,8,303,146,0,0,0,340,184,0,303,146,490,263,1,1,2649,0,55,142,0.10133779264214046,0.16387959866220736,0.10133779264214046,0.21505016722408027,1.0,1.3122448979591836,643.0,0.09733333333333333,0.17533333333333334,0.09733333333333333,0.22,1.0,1.2547528517110267,330.0,0.0,0.0,0.0,0.0,,,0.0
55874507,7,296,132,0,0,0,329,195,0,296,132,479,258,1,1,2682,0,55,95,0.09899665551839465,0.16020066889632106,0.09899665551839465,0.20903010033444816,1.0,1.3048016701461378,625.0,0.088,0.172,0.088,0.218,1.0,1.2674418604651163,327.0,0.0,0.0,0.0,0.0,,,0.0
55874508,8,316,124,0,0,0,320,193,0,316,124,471,255,1,1,2860,0,55,124,0.10568561872909699,0.15752508361204012,0.10568561872909699,0.21270903010033446,1.0,1.3503184713375795,636.0,0.08266666666666667,0.17,0.08266666666666667,0.21133333333333335,1.0,1.2431372549019608,317.0,0.0,0.0,0.0,0.0,,,0.0
55874509,5,311,145,0,0,0,339,189,0,311,145,494,260,1,1,2806,0,55,144,0.1040133779264214,0.16521739130434782,0.1040133779264214,0.21739130434782608,1.0,1.3157894736842106,650.0,0.09666666666666666,0.17333333333333334,0.09666666666666666,0.22266666666666668,1.0,1.2846153846153847,334.0,0.0,0.0,0.0,0.0,,,0.0
55874510,5,318,161,0,0,0,334,185,0,318,161,484,280,1,1,3306,0,55,161,0.10635451505016723,0.16187290969899665,0.10635451505016723,0.2180602006688963,1.0,1.3471074380165289,652.0,0.10733333333333334,0.18666666666666668,0.10733333333333334,0.23066666666666666,1.0,1.2357142857142858,346.0,0.0,0.0,0.0,0.0,,,0.0
55874511,4,320,141,0,0,0,337,206,0,320,141,500,274,1,1,2590,0,55,137,0.10702341137123746,0.16722408026755853,0.10702341137123746,0.2197324414715719,1.0,1.314,657.0,0.094,0.18266666666666667,0.094,0.23133333333333334,1.0,1.2664233576642336,347.0,0.0,0.0,0.0,0.0,,,0.0
55874512,4,318,143,0,0,0,336,184,0,318,143,498,261,1,1,2568,0,55,143,0.10635451505016723,0.1665551839464883,0.10635451505016723,0.21872909698996656,1.0,1.3132530120481927,654.0,0.09533333333333334,0.174,0.09533333333333334,0.218,1.0,1.2528735632183907,327.0,0.0,0.0,0.0,0.0,,,0.0
55874513,4,310,172,0,0,0,343,194,0,310,172,491,290,1,1,3071,0,55,167,0.10367892976588629,0.1642140468227425,0.10367892976588629,0.21839464882943144,1.0,1.329938900203666,653.0,0.11466666666666667,0.19333333333333333,0.11466666666666667,0.244,1.0,1.2620689655172415,366.0,0.0,0.0,0.0,0.0,,,0.0
55874514,7,308,124,0,0,0,323,220,0,308,124,472,274,1,1,2549,0,55,114,0.10301003344481606,0.15785953177257525,0.10301003344481606,0.21103678929765887,1.0,1.3368644067796611,631.0,0.08266666666666667,0.18266666666666667,0.08266666666666667,0.22933333333333333,1.0,1.2554744525547445,344.0,0.0,0.0,0.0,0.0,,,0.0
55874515,4,311,160,0,0,0,325,190,0,311,160,466,281,1,1,2825,0,55,159,0.1040133779264214,0.15585284280936454,0.1040133779264214,0.21270903010033446,1.0,1.3648068669527897,636.0,0.10666666666666667,0.18733333333333332,0.10666666666666667,0.23333333333333334,1.0,1.2455516014234875,350.0,0.0,0.0,0.0,0.0,,,0.0
